roll,sideslipRR,FxRL,rollrate,slip,FxFR,brake,FR,ay,pitchrate,longslipRR,FyRR,RL,signal,slip1,pitch,longslipRL,FxRR,longslipFR,longslipFL,y,FyFR,az,vy,FyRL,RR,signal,FxFL,gas,vx,yaw,x,sideslipRL,sideslipFR,yawrate,sideslipFL,FyFL,FL,ax,steeringangel
-0.0002771276737881,-0.0266146655148832,1847.289074730237,0.0022229384888734,0.0,-96.37023572865724,0.0,0.8661844588306769,-0.054538445801811,-0.046925667762734,0.0112530921725208,2484.533042889721,1.155611790660029,0.0,0.0,-0.0039114943500079,0.0112478834566858,1843.2341200325425,-0.0007543069471877,-0.0007377030948047,-4850.897487218907,-1740.0670377511883,0.07974794661591,-0.0010939393576375,-2523.105900383817,1.153533310345822,0.311854054462346,-96.3360739533003,0.0207933062580364,0.2677362307381611,-0.0342938844124563,4564.031148895404,0.0268682126983211,0.0237905320480977,3.8422789853040577e-05,-0.0229161691558544,1697.5714493139055,0.8660185916270275,2.215167106580308,0.0
-0.000250224788684,-0.0241815306510916,1701.958199503394,0.0030684037451325,0.0,-92.58829373630527,0.0,0.9220550927563116,-0.0401542663569688,-0.0409918611788648,0.0101139379734229,2368.952081439491,1.1745430561276626,0.0,0.0,-0.0043486984361694,0.0100922750218477,1704.0929505798304,-0.0007021759969983,-0.0006984121460398,-4850.897596800804,-1619.413233430542,0.0712022032392927,-0.0015734505507852,-2395.9303261309165,1.171520484684103,0.3421334698836779,-92.96308518032389,0.023738773640627,0.2891152180026386,-0.0342935757902918,4564.0339431953535,0.0243076638751021,0.0212460377681721,2.726192229612939e-05,-0.0208008221762278,1588.0800075895163,0.9213407917583072,2.046467509166946,0.0
-0.0002154496921707,-0.0213906027392302,1593.878485927289,0.0037795849395187,0.0,-91.29515449823649,0.0,0.9721558719088816,-0.036417517303795,-0.0345928975143535,0.0091592680947084,2181.322615477194,1.197142647639603,0.0,0.0,-0.0047236286952776,0.0091437627360997,1594.7028768973437,-0.0006719600984488,-0.0006679972897047,-4850.897717549044,-1466.5581051557735,0.0667316925901753,-0.0019519689364154,-2207.2155657569288,1.192704021162902,0.3721170399606197,-91.32182026292402,0.0263928761057235,0.3090064447325649,-0.0342933300804317,4564.036942464956,0.0215562027309003,0.0183877120035257,2.432777368062516e-05,-0.0180006898072922,1439.298309483466,0.9712561607407496,1.913953225957452,0.0
-0.0001744778275353,-0.0182836381163496,1492.4478138789923,0.0043418371829058,0.0,-89.88018778842293,0.0,1.018041690782612,-0.026748249168417,-0.028122148721579,0.0083779832266294,1944.3072976535416,1.2232685825553244,0.0,0.0,-0.0050338849518258,0.008361856064043,1493.5308847503236,-0.0006463159975122,-0.0006440385416258,-4850.897848329791,-1286.010637618629,0.060755422782141,-0.0022623406285616,-1962.1210869078143,1.21784195123714,0.4017718148246574,-89.90108522680748,0.0287366607881435,0.3275652675101271,-0.0342931042800075,4564.040132996234,0.0183918403861059,0.0153261037496732,2.027723489843392e-05,-0.015099893062093,1265.7753326800373,1.0169418509139911,1.7887188056854106,0.0
-0.0001285996972484,-0.0150600831186874,1404.3705110237606,0.0047650360192834,0.0,-89.16831507940482,0.0,1.0606307244911397,-0.0208881483695548,-0.0218938151632907,0.0077351136314748,1669.9730853315143,1.252480650445977,0.0,0.0,-0.0052805476881264,0.0077330435352652,1404.694944314721,-0.0006247078425351,-0.0006235380465655,-4850.89798787265,-1093.9152145515704,0.0538322183206689,-0.0024947749748979,-1684.496352984375,1.2458737338699262,0.4310648941818102,-89.0650483796532,0.0308018922333784,0.3449234833142465,-0.034292917868672,4564.04350215227,0.0151586966291794,0.0123680629684257,1.801247760894426e-05,-0.0122391090266682,1078.6322003783246,1.0593809042055995,1.6770180176492056,0.0
-8.038132722839532e-05,-0.0121814417641423,1345.6664693493408,0.004805873049191,0.0,-89.03804157846426,0.0,1.1006196526603351,0.0030441352142396,-0.0161676263645986,0.0075036304845935,1391.464546390003,1.2908247867258866,0.0,0.0,-0.0054674302578628,0.007494760009626,1345.2410504792213,-0.0006131846004284,-0.0006147643206942,-4850.898135016095,-895.1417491018523,0.0400054406530102,-0.0026176711640354,-1388.3880702393417,1.28423740010682,0.4599634651360572,-88.9289599147211,0.0325546088439075,0.3612428117757644,-0.0342927583842367,4564.047038735794,0.0118777230224811,0.0094208528292618,1.1352949937313002e-05,-0.009767706570558,895.5383668234955,1.099301896984924,1.601295544861066,0.0
-3.263009580376422e-05,-0.0092493349654558,1334.8033032306828,0.0047296761485439,0.0,-90.49684335287051,0.0,1.1403365898373532,0.0070728677919434,-0.0112549517157868,0.0074093881309448,1116.0686228918491,1.3339105831072344,0.0,0.0,-0.0056013591873256,0.0074325812916832,1334.6406822421625,-0.0006139532688085,-0.0006135007332832,-4850.8982876171685,-709.9585460986251,0.0342372616119573,-0.0025321299092445,-1110.048933101627,1.3265186759498109,0.4884348405096212,-90.20624715491212,0.0332002714785289,0.3771220664201414,-0.0342926933838106,4564.050735407366,0.0092901263144819,0.0071820526190379,5.74784611308935e-06,-0.0072529116768429,717.1191428207463,1.1391236832525329,1.5813964860724006,0.0
1.3481978419399913e-05,-0.0069735459896763,1319.9425466769974,0.0045067787640498,0.0,-91.4559957534473,0.0,1.1809907575086311,0.0129128697426662,-0.0072035192398555,0.007344374552525,866.2144265395394,1.377190688226946,0.0,0.0,-0.0056909322485259,0.0073627193618196,1319.7907279258748,-0.0006113449232531,-0.0006122542787178,-4850.898444706272,-543.0504417389479,0.0298019889479095,-0.0024429125597225,-857.355740545418,1.3700470544860106,0.5164464976208782,-91.12424302042254,0.0330940095640681,0.3927663198736774,-0.0342926097015916,4564.054589533363,0.0067931182807317,0.0050594339161796,9.69716968963479e-06,-0.0052965616171111,552.4638679191977,1.179738651204942,1.5569142696507725,0.0
5.725503599436499e-05,-0.0049207055242863,1307.993641841941,0.0042618558408137,0.0,-92.47166039254606,0.0,1.2223696934282693,0.0148281559489644,-0.0039623923302095,0.0072835171719519,648.6752279967916,1.4211382501069465,0.0,0.0,-0.0057445043650391,0.0073121663986012,1307.6447378593691,-0.0006099544227309,-0.0006107136476726,-4850.898605904596,-395.35922343743977,0.0263408039023761,-0.0022939227144972,-637.3802411555527,1.4139292420307026,0.543966117479201,-92.0869979450958,0.0326825547377635,0.4081974991264853,-0.0342925269686624,4564.05859880598,0.00483726871862,0.0033895537194349,7.405161806044985e-06,-0.0035638101260852,407.4254628201199,1.2211686316305532,1.5361973177723518,0.0
9.81322554932072e-05,-0.0033310611460044,1295.948181981486,0.0039371221406629,0.0,-93.30889684177072,0.0,1.2643667178986198,0.0174552863522413,-0.001445551884793,0.007241691916266,465.46063510326553,1.4653054803103855,0.0,0.0,-0.0057697279755399,0.007275760194252,1295.4361914781484,-0.0006096113251026,-0.0006107060526607,-4850.898770787804,-269.5710982715676,0.0229585077904793,-0.0021341337139502,-453.1849313008564,1.4583228216982325,0.570961624354616,-92.88426636586264,0.0321500608867,0.4234264320927451,-0.0342924437225976,4564.062761205812,0.0031667620732875,0.0019886128577854,9.144388938348998e-06,-0.0022148613342221,283.0438921485759,1.2632131460098046,1.5161826470938256,0.0
0.0001355440537171,-0.0020539494634088,1284.3003638850537,0.0035699093906325,0.0,-93.96644479424738,0.0,1.3068530684979898,0.0193978672499653,0.0004427301781063,0.0072032464530985,317.30827901212234,1.5092289049784438,0.0,0.0,-0.0057733118853736,0.0072466309444303,1283.5201684322103,-0.0006094068587132,-0.0006106417993497,-4850.89893910851,-165.11530095962712,0.0172407463628837,-0.0019445892710254,-302.9336571666443,1.502591542668889,0.5974012256787418,-93.51528745544236,0.0315592475484911,0.4384667635783058,-0.0342923563305832,4564.067074793939,0.0019024957062621,0.0009087621219138,8.11036632487015e-06,-0.0011349073784575,180.49850167386225,1.3057860578581155,1.497486445217593,0.0
0.0001688413370695,-0.0011543501273627,1273.0117972967844,0.0031270402436511,0.0,-94.48429439263047,0.0,1.3497246817808777,0.0225966516252937,0.001791478047974,0.0071650847606156,202.47566859142904,1.552295052725631,0.0,0.0,-0.0057610646796932,0.0072155896004403,1272.0650824420952,-0.0006092532913752,-0.0006101720271622,-4850.899110539818,-80.70682877322864,0.0107472498686281,-0.001734355680987,-187.35525873953404,1.5465144576336591,0.6232534522321013,-93.98418581907534,0.0309331266105825,0.4533315019930778,-0.0342922586321857,4564.071537769172,0.0009641757410377,6.328362988929354e-05,1.2490143638561276e-05,-0.0003317664023856,98.7228242242654,1.3487610342904215,1.4799488377615957,0.0
0.0001976680042136,-0.0005338923865671,1261.307252434089,0.0026828754426929,0.0,-94.83399224756322,0.0,1.3928513287142654,0.0246342679935792,0.0026975964722831,0.0071196231242913,119.06878197585937,1.5947388946360097,0.0,0.0,-0.0057378460137055,0.0071750925412309,1260.5214868147473,-0.0006085731334883,-0.0006100104607809,-4850.899284795222,-15.852545596688673,0.0046045234757161,-0.0014988894641138,-101.1155469401488,1.589471876170674,0.6484871985715539,-94.34244264295118,0.0302875082402653,0.4680290091468532,-0.0342921118364577,4564.076148442143,0.0003111028432283,-0.0005230748040537,1.422168012908032e-05,0.0003075618198882,34.03974120718485,1.3919726861625432,1.46253633627976,0.0
0.0002219959479445,-7.453177434711832e-05,1247.0051779593628,0.0022256332296191,0.0,-94.95426050242692,0.0,1.4359733051451498,0.0244299978277747,0.0032715660238989,0.0070597401653452,58.59287618349893,1.6363614128548123,0.0,0.0,-0.0057074796680807,0.0071172663149904,1246.1757024853837,-0.0006073032739701,-0.000608690635709,-4850.899461639928,33.32048117321935,-0.001698363293332,-0.0012544186622714,-40.1565572919245,1.6314634880102103,0.6730717636502762,-94.47031486922488,0.0296657881921029,0.4825457050358985,-0.0342920182366592,4564.080905110369,-0.0001324574208153,-0.0009826825682986,5.151278868309094e-06,0.000744509061192,-15.211477273886915,1.4352519668447756,1.4427410631667583,0.0
0.0002416918442961,0.0002352763889139,1233.8482329797262,0.0017597555433086,0.0,-95.0112390350836,0.0,1.4789356699630876,0.0249197482374027,0.0035993338130907,0.0070034055638381,15.541421472019836,1.6774421764610294,0.0,0.0,-0.005672787749051,0.0070608160334784,1232.9457657806126,-0.0006064192034387,-0.0006075909398562,-4850.899640963448,70.25035935025772,-0.0080818681308875,-0.0010059985654524,2.67479467460084,1.673030390577841,0.6969768915814518,-94.51346240697518,0.0290662371861549,0.4968791473157295,-0.0342920013431281,4564.085805916061,-0.0004432420609091,-0.0013006102087399,-4.917066823075886e-07,0.0010670857574823,-51.41146157689624,1.4783711320052313,1.424872802329958,0.0
0.0002567225302492,0.000426541795675,1224.9869924367383,0.0012933826109855,0.0,-95.2713815100095,0.0,1.5218464284308166,0.0246210011073465,0.00374345507758,0.0069717868225561,-13.697540893765757,1.7156676319424768,0.0,0.0,-0.0056358694464109,0.0070270305533253,1224.3050983077806,-0.0006079467855314,-0.0006092721101777,-4850.899822683887,96.6052026487819,-0.0143469842077547,-0.0007577380661604,31.592327360414465,1.7120904504973546,0.7201728124955888,-94.77961672456556,0.028424117100993,0.5110637960309341,-0.0342920314765052,4564.090849183497,-0.0006304870912893,-0.0015166331762238,-4.783537487211115e-06,0.0012952192448051,-78.05064661647938,1.5214201695995206,1.4126107609487335,0.0
0.0002671228211349,0.0005223524082995,1211.4176931452382,0.000834620142518,0.0,-95.01075191181904,0.0,1.5646902333874482,0.0239762100967677,0.0037622497038101,0.006908984355017,-31.87684356208668,1.752566701443012,0.0,0.0,-0.0055982523760777,0.0069619913719613,1210.5480081364717,-0.0006056879009842,-0.0006069450217831,-4850.900006787297,115.17712542141436,-0.0201403664633053,-0.0005144842620386,49.26348510621038,1.7496583849650842,0.7426302834401963,-94.53063663666356,0.0277714023112559,0.5251007919234147,-0.0342921014471458,4564.096033551747,-0.0007172452021304,-0.0016683203170284,-8.719882621741072e-06,0.0014519900626358,-97.00519234374364,1.5644072469766774,1.3951570651147929,0.0
0.0002730171081342,0.0005454276302292,1199.6255555972734,0.0003916157069278,0.0,-94.85392535806773,0.0,1.6071600596301796,0.0231041233830232,0.0037031648976298,0.006845866109961,-41.4805657916639,1.7891529408111777,0.0,0.0,-0.0055609062708399,0.0068974688097149,1198.693716061868,-0.0006035881575367,-0.0006048245839651,-4850.900193281241,128.1287156397833,-0.0252337908008837,-0.0002787530162425,58.07011818222959,1.7869210667010966,0.764320629269402,-94.39041130769424,0.0271354687716569,0.5389820036623271,-0.034292203529731,4564.101357418602,-0.0007297885791244,-0.0017703306174947,-1.1339136863538358e-05,0.001567454166,-110.57237436733377,1.6070099192273342,1.3800640931061072,0.0
0.0002745949715435,0.0005162352228743,1187.592481135324,-2.985224898534096e-05,0.0,-94.6595422015345,0.0,1.6491985289226665,0.0219480304609398,0.0036018276944488,0.0067860003442345,-44.53860056360382,1.8254650669726733,0.0,0.0,-0.0055244089064397,0.0068350524650083,1186.6901436400897,-0.0006022502255251,-0.0006034491208077,-4850.900382208143,137.10556858957673,-0.0297790165787651,-5.389409734212362e-05,60.24611676999767,1.8239311125833324,0.7852157834699994,-94.2196560892506,0.0265061164295976,0.552711530959363,-0.0342923286039738,4564.106819275772,-0.0006892388777709,-0.0018430257431761,-1.3480211113901867e-05,0.00165446448323,-120.46521245529564,1.6491736200451683,1.364972607267965,0.0
0.0002721028323769,0.0004530802681764,1175.6613400194535,-0.0004243163221955,0.0,-94.43232799171348,0.0,1.690798017714257,0.0205236784061698,0.0034838402072517,0.0067231573151956,-42.91563482304674,1.8613845934110624,0.0,0.0,-0.0054890344915533,0.0067686621906104,1174.8166693004782,-0.0006008415730204,-0.0006019624983038,-4850.900573638224,143.51973339216948,-0.0336076975465096,0.0001578056929827,57.56597051142997,1.8605435224289524,0.8052883288693642,-94.0209652169616,0.0258786032176528,0.5662938593281533,-0.0342924746480534,4564.112417626594,-0.0006110406921459,-0.0018986650603549,-1.5481498464659353e-05,0.0017255338995203,-127.95205324235368,1.6908921065080047,1.3501853174546494,0.0
0.0002658332221843,0.0003677185759012,1163.9130445701776,-0.0007878601659757,0.0,-94.19125646739832,0.0,1.7319370627968769,0.0188903135738077,0.0033672500335942,0.0066608925842901,-38.083007117900586,1.897009644738094,0.0,0.0,-0.0054548440504107,0.0067023221082394,1163.1324925737638,-0.0005994043875365,-0.0006004436157491,-4850.900767665498,148.3817323134491,-0.0367771566629736,0.0003540419109137,51.51642829843618,1.8968338698735263,0.8245115381696916,-93.8129178265514,0.0252555087256912,0.5797308173971636,-0.0342926388374091,4564.118151006517,-0.0005097525167305,-0.001945939427426,-1.71330544635706e-05,0.0017899394902501,-134.04898198554298,1.7321409551944196,1.33574151573659,0.0
0.0002561142946641,0.0002700830367397,1152.2727873464212,-0.00111709292324,0.0,-93.94428721974184,0.0,1.772606930075086,0.0170956202981579,0.0032635938146783,0.0065986365690132,-31.169742867999695,1.9323450430935407,0.0,0.0,-0.0054217557208707,0.0066356801651626,1151.5613909526803,-0.0005979389722111,-0.0005988929657444,-4850.900964405739,152.4358397432833,-0.0393008895160271,0.0005329920766603,43.28899081638337,1.9327944126026924,0.8428594142520747,-93.60270939569656,0.0246367776146314,0.5930248152003922,-0.0342928179186059,4564.124017973325,-0.000395165373791,-0.0019910259112576,-1.850207039115376e-05,0.0018531228098118,-139.46512083682853,1.772910659850225,1.321505348381568,0.0
0.0002433044117972,0.0001673651209217,1140.764726490087,-0.0014093926225439,0.0,-93.69931322027942,0.0,1.8128043917869288,0.0151601677218175,0.0031795353055394,0.0065366200605591,-23.060883770302823,1.967409414849491,0.0,0.0,-0.0053895999943313,0.0065690826490595,1140.1272640478169,-0.0005964826307348,-0.0005973432168102,-4850.901163991138,156.18777974227314,-0.0412145456402663,0.0006932183532023,33.76229225100337,1.9684357791004088,0.8603067301930694,-93.3968405244422,0.0240231233908009,0.6061777557090516,-0.0342930091116078,4564.130017103634,-0.0002744635154502,-0.002037504835219,-1.957165482595863e-05,0.0019184789672565,-144.6765131114604,1.813197306515044,1.3074733955013187,0.0
0.0002277834558446,6.417194118405794e-05,1129.3853181517395,-0.001662924868988,0.0,-93.45978209495324,0.0,1.8525317421657783,0.0131322828652606,0.003118127569108,0.0064751057127745,-14.387436869539188,2.0022195294562675,0.0,0.0,-0.0053581615876681,0.0065028717818343,1128.8261391809456,-0.0005950519985714,-0.0005958135721247,-4850.901366567622,159.9563965763849,-0.0425690153030535,0.0008335569937423,23.603147504730487,2.003769420274511,0.8768290689355875,-93.1981592481044,0.0234151055960547,0.6191913211740736,-0.0342932090103194,4564.136146991312,-0.0001531209238291,-0.0020873051890047,-2.0276744782456825e-05,0.0019876071443002,-149.97460928116757,1.8530022296064903,1.2936197123509576,0.0
0.0002099465594115,-3.616769818360334e-05,1118.132774742309,-0.0018764333451471,0.0,-93.22778356032948,0.0,1.8917949151360491,0.0110434953186682,0.0030798620294013,0.0064141576976253,-5.595247583778911,2.03678651309066,0.0,0.0,-0.0053272095672184,0.006437188150571,1117.655226373804,-0.0005936466579757,-0.0005943053083693,-4850.901572290991,163.91911754892143,-0.0434188323507318,0.0009532637623322,13.287377953742352,2.038802132876302,0.8924028625552142,-93.0082144547343,0.0228130498384104,0.6320670806749007,-0.0342934139745099,4564.1424062457,-3.454523122239441e-05,-0.0021410920084565,-2.0623428108849774e-05,0.0020609267186812,-155.51338877227542,1.8923309367500647,1.279926220563196,0.0
0.00019018825983,-0.0001328985639227,1107.012652902414,-0.0020518971911199,0.0,-93.0021578663088,0.0,1.9306005058727551,0.0089531198411313,0.0030646480080213,0.006353859066068,3.0411803513023883,2.071117655463881,0.0,0.0,-0.0052965139456598,0.0063722080236896,1106.61530860813,-0.0005922384946951,-0.0005928353142626,-4850.901781323103,168.20115650189862,-0.0440094996054989,0.0010519597442318,3.169838881038225,2.0735404085339466,0.9070054310623769,-92.82892094472064,0.0222171401376437,0.644806525491481,-0.0342936209868441,4564.148793490797,7.767892502157699e-05,-0.0022011260526168,-2.080555603153368e-05,0.0021420977947325,-161.43552690683072,1.9311940091541373,1.2663791630231125,0.0
0.000168873486287,-0.0002237594447755,1096.083132049822,-0.0021909021583867,0.0,-92.78651810134134,0.0,1.968952589803589,0.0069753489684846,0.0030709768762,0.0062959152661713,11.373443601822286,2.1052477356042942,0.0,0.0,-0.0052658485536832,0.006309641070926,1095.7714002672162,-0.0005908817130221,-0.0005913766877742,-4850.901993825907,173.0129015129554,-0.044338030157157,0.0011301733904607,-6.487648808871491,2.108017528620877,0.9206150206801934,-92.65064403976604,0.0216272951028194,0.6574112117903431,-0.0342938333723074,4564.15530736564,0.0001834217986782,-0.0022692571707284,-2.169973575105673e-05,0.0022268012455906,-167.84033891052204,1.969601962577356,1.2530997504235617,0.0
0.0001463790320333,-0.000307093002949,1086.3610913168104,-0.0022916658811993,0.0,-92.61117753715897,0.0,2.006885528638225,0.0050376386976952,0.003092144137422,0.0062447548927641,19.17446557831439,2.139283747588142,0.0,0.0,-0.00523503197612,0.006254043377901,1086.1315940517134,-0.0005898341169722,-0.0005901691907397,-4850.902209951991,178.1896444243797,-0.0441993035252485,0.0011891798355725,-15.717048676550492,2.1423351926885124,0.9332108415373006,-92.50513842457576,0.0210317162991941,0.6698895694173153,-0.0342940552576393,4564.161946550807,0.0002846731144065,-0.0023374075109474,-2.24426818349111e-05,0.0023097084267603,-174.39075963890716,2.007579730391812,1.241230815399508,0.0
0.0001230812867378,-0.0003858397312053,1076.491273895656,-0.002355558825851,0.0,-92.4348029803316,0.0,2.04443676439988,0.003181013106553,0.0031243836315179,0.0061920255648135,26.47038361722192,2.1730858836877074,0.0,0.0,-0.0052039415056583,0.0061970375042144,1076.3411440473606,-0.0005886977441183,-0.0005889516817943,-4850.902429849426,183.42832216590708,-0.0437745708885478,0.0012293517245222,-24.44109763809231,2.176360300666813,0.9447731047145176,-92.35760794551972,0.0204292444153036,0.6822477200488071,-0.0342942784330052,4564.168709826696,0.0003784630863424,-0.0024038557956103,-2.2062473747949663e-05,0.0023922552686589,-180.96683770042603,2.04515619253219,1.229169642396564,0.0
9.933979531439184e-05,-0.0004593855764065,1066.7678027667755,-0.0023841847286368,0.0,-92.26759697469434,0.0,2.081610339403786,0.0014082576823046,0.0031653668761911,0.0061391007380461,33.312111053248614,2.206678596536501,0.0,0.0,-0.0051724785562469,0.0061400502966989,1066.6953337501602,-0.0005875372220504,-0.0005877198894562,-4850.902653662615,188.6627661930719,-0.0430895028671098,0.001251301503292,-32.58012001817984,2.2101188772397387,0.9552830585838364,-92.22060245807212,0.0198286580440459,0.6944863329002939,-0.0342944936164558,4564.17559598452,0.0004655129633931,-0.0024698719485063,-2.1015820893003805e-05,0.0024737577473714,-187.5306930114632,2.0823397387045404,1.217267190840306,0.0
