slip,az,RR,sideslipRR,steeringangel,signal,pitch,longslipRL,vy,x,y,FxFR,roll,longslipFR,vx,rollrate,ax,FyRR,FxRL,FxRR,FyFR,signal,RL,pitchrate,FR,sideslipFL,longslipFL,FyFL,ay,FxFL,sideslipRL,gas,FL,FyRL,yaw,sideslipFR,longslipRR,yawrate,slip1,brake
0.001573779083717,0.1248268563880497,19.495184903083743,-0.0141327191637139,0.0,4.713158063538156,-0.0197663471047965,0.941581052770407,0.0018483597496606,4564.118809382738,-4850.899403022979,-149.15512133010105,-0.0023425398664698,-0.0015266804978239,1.1183110398505829,0.0024781299262013,6.9237570952356,95.51755487495409,5788.517740668569,5540.902198246998,-1208.8671223701313,0.0,13.526697267175036,-0.1114403494012588,3.55355343953342,-0.0191835170803568,-0.001428197697309,1181.9446965276315,-0.0734598606414811,-153.46193860377414,0.0239133184415487,2.2375638034590923,3.5611224770644854,-168.81373832323433,-0.0342932896522442,0.0213199211424118,1.4922926588026824,-0.001499686781818,0.001573779083717,0.0
0.0008977807781205,0.1746559173555689,20.268252826867048,-0.0112537687412027,0.0,4.90493481578747,-0.0208458182936497,1.004884586415986,0.0011525144170597,4564.130373913991,-4850.899786104494,-149.41953445271125,-0.0023039153909854,-0.0015151504596342,1.1879404669063445,0.0049756331749334,7.008187944497293,79.3096444232453,5850.905354009897,5608.860966941083,-1114.0211756034782,0.0,13.779337185518193,-0.1049832790363238,3.753428978643548,-0.0176974030727506,-0.0014251653264421,1088.2961290836158,-0.0712665518998528,-153.5736483849419,0.022356400496077,2.229946354420446,3.762098180317296,-149.36318667865606,-0.0343104428853746,0.0196017300215475,1.6398444781828514,-0.0018913417430894,0.0008977807781205,0.0
0.0003218497886309,0.2207986302123911,21.02368548762061,-0.0086227426317122,0.0,5.092297457775744,-0.0218570188643115,1.0687759819682234,0.0004865719267785,4564.142638491855,-4850.900200196111,-149.76098982283574,-0.0022411995358418,-0.0015054634380894,1.2583767778295358,0.0072987160780731,7.084696974703982,64.00972391665726,5905.952116757982,5671.959922549381,-1022.1691620396756,0.0,14.028598268762106,-0.0978672632839465,3.95434757131866,-0.0162625649678119,-0.0014227919221732,998.3333858448318,-0.0713797187858085,-153.65604093636003,0.0207539110347554,2.222443510223153,3.9640915713713194,-135.19422279966693,-0.0343314399402889,0.0179069924403616,1.7931559120082463,-0.0022649006380746,0.0003218497886309,0.0
-0.000179730781772,0.2621027777625054,21.760698390723963,-0.0062929799599189,0.0,5.275077375771785,-0.0227938683276022,1.1335462423772438,-0.00016357809478,4564.155610568409,-4850.900645402761,-150.17319888544077,-0.002156582823974,-0.0014965082953258,1.3295377437893283,0.0093726138915981,7.152616597774962,49.83236239239535,5953.344233031669,5729.444865916919,-932.9391907648252,0.0,14.278645597011806,-0.0901853444908628,4.156305195764278,-0.0148865019330522,-0.0014212495306605,912.781441531102,-0.0706793167684955,-153.7057543705919,0.0190606633580344,2.2150866590952822,4.166965514726202,-124.26408683190364,-0.0343559270462198,0.016241073478863,1.9518806762468248,-0.0025902462543815,6.283005576397814,0.0
-0.0006123473133579,0.2971707551858973,22.478983666746927,-0.0042619425960813,0.0,5.453110080186673,-0.0236512378056497,1.199507316372199,-0.0007902480904391,4564.169296738302,-4850.901121820753,-150.57784185295534,-0.0020527693829065,-0.0014870625969948,1.4013355866353006,0.011160701985089,7.211776583774603,36.97566583200964,5992.981850079139,5780.738986090147,-846.7621186886539,0.0,14.532935182338116,-0.0820349726932483,4.359249792776105,-0.0135677166285632,-0.0014218074195178,831.451819688695,-0.0690126660570651,-153.77421790868675,0.0172910773893939,2.2079009316611136,4.370603973018417,-114.09054732366866,-0.0343833261031378,0.0146188603187196,2.1156519175066566,-0.0028526259864794,6.282572959866228,0.0
-0.0009743318010036,0.3202245670974517,23.17845291043329,-0.0025414798841362,0.0,5.626235353603281,-0.0244251870917087,1.266956647347333,-0.0013764197984167,4564.183702693219,-4850.901629393561,-151.13634235840254,-0.0019331808887985,-0.001480429593792,1.4736752220980645,0.0125243545812433,7.260467659975356,25.55663523623718,6023.626762480536,5825.388660001346,-764.2545553279568,0.0,14.794810624038746,-0.0735693282277795,4.562996048028198,-0.0123853628666718,-0.0014235503423367,755.9440500310291,-0.0652831099742586,-153.9560295153792,0.0154889028952593,2.2009116950096788,4.575070266888355,-103.83234799567715,-0.0344129819104141,0.0130764501754318,2.284108534885424,-0.0030467987038375,6.282210975378582,0.0
-0.0012556416519083,0.3259800911165563,23.856560070209657,-0.0011948563420858,0.0,5.7942973949611405,-0.0251136641971644,1.3368616168561689,-0.0018909422649133,4564.198833054433,-4850.902167762845,-151.8322654220737,-0.0018031089145114,-0.0014718394669218,1.5464277435439695,0.0133421896946294,7.293113274655974,15.853857031019292,6037.948595946019,5862.351596094133,-686.5574240329806,0.0,15.072920291243376,-0.0649787787863998,4.767760126527132,-0.0112655302754693,-0.0014232250858456,686.8353924285861,-0.0561320749701102,-153.9971259276572,0.0137173464144387,2.19419043071146,4.780242082973312,-93.39776486616913,-0.0344441190696041,0.0116113067404123,2.456324717920965,-0.0031535970861819,6.281929665527678,0.0
-0.0014600024759275,0.3272404625586225,24.51100612810581,-0.0001965098777749,0.0,5.957144959766875,-0.0257162897832349,1.411254105604487,-0.002321792043302,4564.214690915408,-4850.90273629767,-152.36283202054457,-0.0016666596159882,-0.0014606397855915,1.6194133241792756,0.0138534069642788,7.305729800005561,8.10006070161601,6036.613211916888,5884.629870284345,-613.4348338295476,0.0,15.37850038548306,-0.0564146385708296,4.973406103665528,-0.0101853509812827,-0.0014203888221904,621.8272351827824,-0.0468935847815059,-153.89254539217842,0.011950951869244,2.1878584419088893,4.985777515237009,-82.78255157059922,-0.0344757880567645,0.0102546945134977,2.63081607419695,-0.0031646544743239,6.2817253047036585,0.0
-0.0015947344412299,0.3214631675585677,25.14727524388146,0.0006175566937382,0.0,6.11463149620404,-0.0262337498146844,1.4906632459020068,-0.002664151307713,4564.231277510858,-4850.903334225482,-152.6694373425142,-0.0015266103304406,-0.0014497021498869,1.6924459412350208,0.0140853649518835,7.301919064590602,1.9465951283169751,6024.647142399671,5891.799362846713,-545.3134685682377,0.0,15.711697345857957,-0.0479442753197629,5.179435276916147,-0.0091559077083578,-0.0014158146156164,561.2437871164682,-0.0374892855497467,-153.77375458460807,0.0101994986803237,2.181981654373671,5.191311056866302,-72.07559745128299,-0.0345071346233084,0.0090060758594565,2.808329900098189,-0.0031007576743919,6.281590572738357,0.0
-0.0016691445280647,0.3103145372883755,25.746128979035905,0.0013132475994434,0.0,6.266615277019866,-0.0266670911707643,1.5713693131466129,-0.0029188017011345,4564.248592479883,-4850.903960687503,-152.67384757616475,-0.0013859034477619,-0.0014364163964838,1.7653871986358334,0.0140050625614568,7.287015493493799,-3.0921213661256752,6005.4344505698855,5888.343391527576,-481.6276446623853,0.0,16.04447444708463,-0.0395565033732127,5.385388606853514,-0.0081389952023601,-0.0014082644733371,503.57967230761705,-0.0285727061791577,-153.47120625806338,0.0084881949874514,2.176511578261006,5.396580489458674,-61.44369237416667,-0.0345375445875027,0.0078288711885563,2.9857882870196506,-0.0029860899589727,6.2815161626515215,0.0
-0.0016930068891463,0.2874840516884204,26.289199504785408,0.0019035366964778,0.0,6.412959527070217,-0.027016988163193,1.6495924219489353,-0.003090202397908,4564.266634374507,-4850.9046148103225,-152.85698813696533,-0.0012477618075184,-0.0014279626251332,1.8381398516305776,0.0136191912094019,7.26369049364923,-7.300409182996629,5980.486103203411,5877.263417234251,-420.8464604893071,0.0,16.352871270747258,-0.0312935567903975,5.5908979612860765,-0.0071553761984751,-0.0014043712669412,447.8989733548789,-0.0199116793697318,-153.3842498682312,0.0068464281847396,2.171364159803161,5.6013238347041066,-51.05455356547517,-0.034566611301939,0.006711094451501,3.1594884199326594,-0.0028373912026182,6.28149230029044,0.0
-0.001675551634664,0.2593951394233929,26.81994820142768,0.0023887402177582,0.0,6.553532546407986,-0.027285909757566,1.7312565289691313,-0.0031847386309621,4564.285400842884,-4850.905295737959,-152.97803127637542,-0.0011148344353115,-0.0014171255786747,1.9106161002080504,0.0129907207325423,7.232503843000274,-10.790543390813776,5950.436599005633,5859.913968045902,-363.6825062275056,0.0,16.67717113403388,-0.0233438775916866,5.796107182650516,-0.0062298025172981,-0.0013975908738707,394.8385597184568,-0.0128347438479326,-153.27636874893153,0.0053207719723722,2.1664969879894853,5.805704358782704,-41.17072629854367,-0.0345940509359024,0.0056868752892607,3.335022721091798,-0.0026645379882375,6.281509755544922,0.0
-0.0016227998641655,0.2183611817492505,27.34131145391244,0.0027381197769658,0.0,6.688207828804164,-0.0274776194305547,1.8165368348895763,-0.0032051856692223,4564.304888766144,-4850.906002632963,-153.08486041924618,-0.0009899291132064,-0.001407767633479,1.9827375076337344,0.0120245538507042,7.191984498703276,-13.55378820724105,5912.842244425898,5836.983894452163,-310.1108841125255,0.0,17.019663864422313,-0.0158298737521406,6.000971568398268,-0.0053861730686098,-0.0013911432477715,345.23167236707826,-0.0054480027216874,-153.19303536759506,0.0039570163317303,2.161881324657048,6.009722491043171,-32.040227015106936,-0.0346196519330221,0.0047277125328289,3.512442517789454,-0.0024706460358931,6.281562507315421,0.0
-0.0015381156821834,0.165642176879991,27.85063448218423,0.0029149732694081,0.0,6.816864175594904,-0.0275970236611269,1.7776294671519466,-0.0031506708504009,4564.325094173265,-4850.906734613433,-152.94250346141217,-0.0008762054953014,-0.0013934915923084,2.0544029119784915,0.0108275996170168,7.140172245167653,-15.43849078864169,5864.233578835597,5807.09224519115,-259.9182591713801,0.0,17.38659898340668,-0.0088458238675079,6.20501075030961,-0.0045915393862493,-0.0013767428739763,299.3053261631917,0.0034476130026941,-152.782540986777,0.0027232645602077,2.157548907120985,6.212785270108115,-23.778806670506903,-0.0346431295438124,0.0038606206372872,3.4684344233667024,-0.0022414958003356,6.281647191497402,0.0
-0.0014303879083014,0.1133613947632062,28.350087329400825,0.0029640908976863,0.0,6.939385804752136,-0.027649750133058,1.7459298002938757,-0.0030332677704632,4564.346011981503,-4850.907490807712,-152.67159631545843,-0.0007749444369284,-0.0013839232694286,2.125489881211003,0.0095356075059872,7.076294123184454,-16.398294753286155,5809.327877739821,5765.412875401601,-214.3268383408554,0.0,17.77895582904747,-0.0024336484325402,6.408308384437635,-0.003830134224039,-0.0013720702139021,255.6301824560656,0.0098561236543601,-152.45540448951033,0.0016013705361385,2.153555363397824,6.414976028193856,-16.341699376876413,-0.0346641571085909,0.0030957260182013,3.395141066224158,-0.0019878408827255,6.281754919271285,0.0
-0.001308355787909,0.0583127434150058,28.846700995007744,0.0029661469316607,0.0,7.05566245507958,-0.0276414643989083,1.7198701212201504,-0.0028675146387288,4564.367636007811,-4850.90827044235,-152.42450498371653,-0.0006871851227426,-0.001375030629631,2.19590459800711,0.0081411232648323,7.005845740328685,-16.733474437576493,5752.1860296050245,5715.532578611717,-172.56372041482533,0.0,18.190333950833956,0.0034118437131653,6.610604704305891,-0.0031405668881967,-0.0013644968134616,214.7000100080884,0.0152016752283448,-152.2252204960971,0.0005896619093343,2.149876919274996,6.616241555843552,-9.682962651480802,-0.0346826411638257,0.0023838718365621,3.327372635236483,-0.0017358538617021,6.281876951391677,0.0
-0.0011753030665097,0.0017472826007388,29.34533611949911,0.0029432372219252,0.0,7.165589485440381,-0.0275778985846388,1.6982315509737975,-0.0026581691626368,4564.389959412772,-4850.909072809598,-152.10078432954327,-0.0006137595088112,-0.001363863391667,2.265601542388477,0.0066836156224403,6.933007278877025,-16.714223695672832,5694.990440017145,5661.8026910253,-133.57776040658604,0.0,18.615098636444397,0.0086779819454729,6.811771780840017,-0.002521001186304,-0.0013550137907035,177.26354068536838,0.0203070422181933,-151.92122998335762,-0.0002965834567529,2.1464268828505437,6.816508380198354,-3.817185299250885,-0.0346986711987253,0.0017206786076536,3.2653118107456973,-0.001496388217786,6.282010004113077,0.0
-0.0010326194532548,-0.0547390375062646,29.848815023715098,0.0028983003289295,0.0,7.269067968927066,-0.027464912921666,1.680177927435193,-0.0024065576687398,4564.412975102583,-4850.909897206222,-151.76909775067244,-0.0005550236170059,-0.0013543193313948,2.334567954345564,0.0052118710864284,6.860038234287751,-16.48049050691642,5638.873290414225,5606.848835902125,-97.4646024951195,0.0,19.04962824811683,0.0133536472527826,7.011786576042045,-0.0019508735996475,-0.0013460769746839,142.93745423615076,0.0249740676528703,-151.63993544774596,-0.0010479182752945,2.1431179285593163,7.015735754767365,1.2205157990087785,-0.0347123857585876,0.0011207325379905,3.208983665200895,-0.0012715820850661,6.282152687726332,0.0
-0.0008834780025095,-0.1098835116688084,30.358870529804587,0.0028305199987317,0.0,7.366004781889085,-0.027308434964867,1.665081441057102,-0.0021187182558666,4564.43667596602,-4850.910742963755,-151.45903634367463,-0.0005109026349465,-0.0013454610449407,2.4028096196931434,0.0037634197659277,6.788230411944061,-16.090252175148276,5584.541379320179,5551.985762184607,-64.45582284988565,0.0,19.491475672175365,0.0174360819334655,7.210693677679845,-0.001423122538154,-0.0013377262966,111.20359936853032,0.0287701581193845,-151.39069861418673,-0.0016642709600609,2.139885896221076,7.213941264277135,5.42099137741781,-0.0347239442162314,0.0005850043266738,3.158222940500356,-0.0010640282318711,6.282301829177077,0.0
