brake,vx,longslipRR,FxRL,vy,FyRR,ax,yaw,RL,longslipFR,slip1,FyFR,FxRR,rollrate,y,FyFL,longslipFL,signal,steeringangel,pitchrate,sideslipRL,FR,pitch,FyRL,sideslipFL,signal,x,az,FxFL,ay,sideslipFR,sideslipRR,longslipRL,slip,RR,roll,yawrate,FL,gas,FxFR
0.0,0.4181500095421108,0.3006795235897572,4891.751090595472,0.0085877010948783,1097.7704786823554,5.827002144507197,-0.0342838619276924,8.64261677493989,-0.0016867066697443,0.0,-2235.263341111661,4761.852025437248,-0.0179481374572608,-4850.897166732383,2254.8683167405384,-0.0015987610740274,0.0,0.0,-0.1152696394412529,0.0464434120482852,1.4124839550313093,-0.0059763720138589,-1138.0652426900008,-0.0360225888721794,2.364161653290717,4564.035084867618,-0.2479784921882331,-155.96401220517876,-0.0128047534720533,0.0375618638561624,-0.0522639385965617,0.2572797588387641,0.0,9.718432300026612,-0.0012542113886969,0.0005095318322639,1.417233924025024,0.9677251486016782,-153.18873813324177
0.0,0.4768826641048814,0.3739074604560308,4960.5891459825,0.0083839088984565,859.9007428765889,5.90970449132838,-0.0342787207706025,9.402045607807173,-0.0017198528688674,0.0,-2194.151968862645,4817.985848897063,-0.0172826794107213,-4850.897236454934,2209.652709949388,-0.0016056075121072,0.0,0.0,-0.1213735863380005,0.04488037602564,1.6038005191938218,-0.0071639560984388,-916.6542197448156,-0.0350146524274231,2.592344227158947,4564.03958979806,-0.2686291674715185,-157.17414190769682,-0.0261346197584436,0.0370742032532329,-0.0495666885050115,0.3139093893451872,0.0,10.764990437981536,-0.0014304246907359,0.0005219474577174,1.608654351441394,0.95885725118884,-154.28138938878354
0.0,0.5364379877562403,0.4544675823186986,5032.946092508719,0.0080141170530678,666.9098814223411,5.99640965952865,-0.0342734934950951,10.052195395132962,-0.0016907794069667,0.0,-2124.878840764469,4872.07859658432,-0.0162275016654243,-4850.897329441599,2126.944738273603,-0.0015654973798019,0.0,0.0,-0.1258818792009543,0.042179665219273,1.7968113192658073,-0.0084038620481476,-736.191164313174,-0.0335248129274985,2.8181938662007195,4564.044686464731,-0.2662689751487513,-154.9516050609388,-0.0431628103349876,0.0360373832504178,-0.0457390338451763,0.3733939357589431,0.0,11.735682787990294,-0.001597698813213,0.0005152930919817,1.8012398203695554,0.9513872093992432,-151.83162059512077
0.0,0.5968906158480713,0.5394462447597225,5114.642186616239,0.0074895543197914,516.239409260976,6.09279878757746,-0.0342686434590461,10.56746624280132,-0.0016687472754385,0.0,-2032.9308110233003,4934.188460386107,-0.0148610502370685,-4850.897447665664,2025.7776786716547,-0.0015342830950011,0.0,0.0,-0.1288212929385613,0.0392916804960258,1.9890048496199293,-0.0096800375086121,-594.2624038320308,-0.0319437544421679,3.0415073209852914,4564.05038350406,-0.2548711659229707,-154.2844354471999,-0.0559284776728081,0.0345922926898741,-0.0415762780451593,0.4323489965309072,0.0,12.612119799094916,-0.0017527354927945,0.0004524637869934,1.9932242678525944,0.9442661786894172,-150.95206765664938
0.0,0.6583337536882798,0.629351149721799,5203.06030878241,0.0068565210147241,401.4668429149649,6.197152104905053,-0.0342646715873297,10.993460429727111,-0.0016514546048347,0.0,-1929.7316835319195,5004.870023900652,-0.0131548439011236,-4850.897592735941,1916.4696459270008,-0.0015116076402607,0.0,0.0,-0.1303914274955812,0.036696043514122,2.1812003807566724,-0.010977968283271,-486.8353062277488,-0.0302662904207891,3.2620836244765616,4564.056690400453,-0.2267215686014261,-153.83326027672038,-0.0659700767473945,0.0330586375768694,-0.0374945789939816,0.4904041584189972,0.0,13.43933103516981,-0.0018922346780551,0.000346118429502,2.1853344215905315,0.9370689525267976,-150.17064133996655
0.0,0.7208350872312947,0.7241975157323849,5293.948591751994,0.0061267029189444,314.5367250910566,6.306018888523459,-0.034261987988885,11.348800645898285,-0.0016282780814457,0.0,-1823.5281754842808,5081.163195125215,-0.0111486202924141,-4850.897766005122,1803.1336846279376,-0.0014884926035753,0.0,0.0,-0.1306856618152962,0.0344181434292978,2.3740363204660606,-0.012284527389421,-406.4314226402134,-0.028563903904029,3.479724272889841,4564.063617465967,-0.1874697837192893,-153.44539542312273,-0.0760821371448495,0.0314496506470564,-0.0336506478231893,0.5472350481593251,0.0,14.23061034422834,-0.0020129721696106,0.0001985608807385,2.378151607044616,0.929678272740302,-149.59768365453584
0.0,0.7844268805509386,0.8237196337543309,5384.608933699748,0.0053096476491096,248.349344932496,6.41630136339156,-0.0342609843039712,11.643316523157209,-0.0016052808076141,0.0,-1715.8950633416346,5160.409177947573,-0.0088922658522419,-4850.89796877866,1690.1123219176334,-0.0014678556828943,0.0,0.0,-0.1297634242447476,0.0323521230246697,2.5676537171284477,-0.0135872917042672,-345.5792510982381,-0.0268717222867786,3.694233404331863,4564.071175462923,-0.1406509913361479,-153.21926311084678,-0.0841847646883326,0.0297565017991954,-0.0300486676853471,0.6024026218656977,0.0,14.98851361124378,-0.0021122386404,1.5496194259426574e-05,2.5718547830602025,0.922109291267296,-149.265213397235
0.0,0.8491099477676372,0.9276648356068168,5472.719086623904,0.004426267955003,197.23233744528528,6.524744075856822,-0.0342619690962126,11.8836042345987,-0.0015827357074338,0.0,-1608.470447048435,5239.506897394807,-0.0064309933481868,-4850.898202189453,1578.4984733696765,-0.0014510502459271,0.0,0.0,-0.1276822257226517,0.0304038261491827,2.762181940720597,-0.0148744115121167,-298.35609045539525,-0.0251887513285344,3.90541797506326,4564.079375278766,-0.088734610116254,-153.06929218403366,-0.0903938993256829,0.0280172322935158,-0.0266360815007545,0.6554427362454296,0.0,15.71410154064811,-0.0021877713398609,-0.0001956640297831,2.7665336973972057,0.9144205038925436,-149.06703549882613
0.0,0.914856060608709,1.0357453038414297,5556.42453824089,0.0034959844442666,157.84773131805923,6.629315149838275,-0.0342651990339073,12.075763216962384,-0.0015613221567112,0.0,-1502.1923859797107,5316.963431949423,-0.003816734848514,-4850.898467168741,1469.3443162634935,-0.0014380196783346,0.0,0.0,-0.1245028953306148,0.0285112457712637,2.957650239881274,-0.0161346260559519,-260.5566469849895,-0.0235211804792534,4.1130879332249055,4564.088227614672,-0.0340030557951035,-152.99371391901892,-0.0935717364894706,0.026245954475803,-0.0233731366517118,0.7059390403952127,0.0,16.407905894577734,-0.0022378105240295,-0.000430737088146,2.9622220930682355,0.9066839913498236,-148.9482816443844
0.0,0.9816230186807082,1.14800130343355,5634.9396957209465,0.0025550683209719,131.81095070779145,6.729667808266492,-0.0342709640008082,12.231300105743204,-0.00154227181166,0.0,-1398.0499403511456,5392.91001826628,-0.001089199690231,-4850.89876436853,1362.838486493336,-0.001428857858412,0.0,0.0,-0.1203112734819123,0.0266935805655176,3.1540370044002883,-0.017357378148731,-229.47808183657384,-0.0218805857708315,4.317056389871754,4564.097742780299,0.0207721473989387,-153.01640424179632,-0.0925709618243458,0.0244623765769327,-0.0201936455384659,0.7539955103788267,0.0,17.07496717999548,-0.0022610417612901,-0.0007027428594352,3.158974007984804,0.8989523386673954,-148.94223022541988
0.0,1.0493655506894406,1.2647660707039146,5707.7529506889405,0.0016408516216885,112.18097803209731,6.824854585424477,-0.0342796888500783,12.366530779680527,-0.0015251108404256,0.0014839508689799,-1296.051660494173,5467.107384583139,0.0016850770040948,-4850.899094019407,1260.1440404718928,-0.0014224468692284,0.0,0.0,-0.1152119735483401,0.0249676313695541,3.351369027457304,-0.0185331663645052,-203.39877270887644,-0.0202922328504348,4.517139787160284,4564.107930627824,0.0763969669112237,-153.0969662333772,-0.0900643326861678,0.022666627477239,-0.0170848218904196,0.8003380020525868,0.0014839508689799,17.72315777297746,-0.0022566883287236,-0.0010163699576308,3.356910001601216,0.8912523215679857,-149.01090341536272
0.0,1.1180311391170117,1.3851104671811385,5774.243818741088,0.0007659288542136,95.06239752496408,6.914136547657816,-0.0342916947254512,12.482231720899676,-0.0015107154123622,0.0006111658129907,-1196.798750253529,5538.399707736739,0.0044376836446169,-4850.89945610928,1161.1614392750478,-0.0014174542892425,0.0,0.0,-0.1092787509133983,0.023292269904733,3.5496706184286784,-0.0196533061194511,-181.077521172814,-0.0187330912083308,4.713158063538156,4564.118800508745,0.1295665182037423,-153.18211539957616,-0.0874534597242132,0.0208905565664934,-0.0141029418121695,0.8445758087952143,0.0006111658129907,18.34542183002481,-0.0022246476347854,-0.0013534009845841,3.555971860032935,0.8836081329836334,-149.2272172055781
0.0,1.1875556801638807,1.508316114171925,5833.833644048349,-7.018195918172179e-05,79.193587990292,6.996389271545415,-0.0343071089040969,12.582097610368036,-0.0014984374387307,6.283059363844301,-1100.4157208083286,5605.701288808614,0.0070916047690119,-4850.89985057532,1065.8871640789312,-0.0014136567487004,0.0,0.0,-0.1026007465376702,0.0216253376454298,3.748963012242975,-0.0207099401172876,-161.53232241171537,-0.017215219531102,4.90493481578747,4564.130361167554,0.1794631565276766,-153.26049465572814,-0.084853820192543,0.0191367719732976,-0.0113096059022959,0.8866037811602966,-0.000125943335285,18.938713238311003,-0.0021655629247259,-0.0016944200912906,3.756088105493488,0.8760513562762884,-149.51090959144935
0.0,1.2578646560027738,1.633748392244861,5885.966459687283,-0.0008680785752689,64.29383219110277,7.070630217461502,-0.0343258747363158,12.670600745447862,-0.0014874349829664,6.282436242155431,-1007.1653270271016,5668.15285501838,0.0095764121770381,-4850.900277347321,974.3542478002566,-0.0014117197471204,0.0,0.0,-0.0952735129737288,0.0199414238985069,3.9492443417137566,-0.021696143357175,-144.0095374083039,-0.0157491347103686,5.092297457775744,4564.142620635389,0.2252264360684336,-153.33981641056016,-0.0821484247067244,0.0174131143545274,-0.0087445991114791,0.9264799371741532,-0.0007490650241553,19.50167599560499,-0.0020808146958572,-0.0020225858106257,3.9571655113852913,0.8686146165360411,-149.88370686028904
0.0,1.328874236343542,1.7607734702638864,5929.983135780614,-0.0016234255407567,50.392534248671815,7.135936159843941,-0.0343477770265478,12.752339029012624,-0.001477289075926,6.281913042986994,-916.7297076546092,5724.962662792993,0.011836885481245,-4850.900736322406,887.1856961475934,-0.0014107249580251,0.0,0.0,-0.0873946302286116,0.0182315139158619,4.150470274331904,-0.0226059593002572,-127.97454893180394,-0.0143409217697935,5.275077375771785,4564.1555861404895,0.2660390748134099,-153.42890589467834,-0.078459280739793,0.0157273819104185,-0.0064266107575537,0.9643858007604488,-0.0012722641925923,20.03352675536584,-0.0019724149070828,-0.0023218230960787,4.159120055479687,0.8613296177219418,-150.28159808512203
0.0,1.4004925117332077,1.8887515066774665,5965.685445432347,-0.0023285523149194,37.59374262238983,7.191932109289882,-0.0343724519658343,12.83174222147065,-0.0014669435977661,6.281480432717737,-830.2172387000185,5775.534129318242,0.0137945767744234,-4850.90122730076,804.3266198120867,-0.0014114656606258,0.0,0.0,-0.0790774462048033,0.0164897584292784,4.3525565826599175,-0.0234344607337902,-113.07592689303767,-0.0130066394932473,5.453110080186673,4564.1692640266665,0.3038599987681457,-153.55216109196044,-0.0745986557817046,0.0141326951591933,-0.0043693060978311,1.0006012979181325,-0.0017048744618489,20.5337967152465,-0.0018429607501013,-0.0025803525723709,4.361857570598903,0.854226048993804,-150.72841503617036
0.0,1.4726153435275384,2.017011122910448,5989.96138091144,-0.0029736408379953,26.14299973999426,7.235825020625778,-0.0343994358350633,12.913768853838569,-0.0014569339085174,6.281131867433341,-748.1244530869986,5819.405584581249,0.0152186427563987,-4850.901749985185,728.8344866093197,-0.0014114336825293,0.0,0.0,-0.0705050772335982,0.014761437641667,4.555418148926052,-0.0241782233095812,-100.32014499904952,-0.0118552101662291,5.626235353603281,4564.183659675047,0.3214090119515218,-153.70994492329902,-0.0701304483032114,0.0125578304118563,-0.0026414424298241,1.0354357166636017,-0.0020534397462445,21.001926363366312,-0.0016966576813311,-0.0027830690579758,4.5654992493025,0.8473394873492579,-151.36758723957536
0.0,1.5450969427100691,2.1440649172031407,5996.7201007437925,-0.0035296345805278,16.455656791278162,7.262945668950146,-0.0344279089116684,13.01089232562376,-0.0014475423603903,6.28087401977397,-668.934813223309,5854.855306219258,0.0161227191114766,-4850.902303820386,659.9205282274488,-0.0014104213253512,0.0,0.0,-0.0618304649606611,0.0130166123618024,4.759241980405725,-0.0248355664331316,-89.06068407606782,-0.0107225931058038,5.7942973949611405,4564.19877725462,0.32465480537603,-153.65456664998172,-0.0590165078686776,0.0110597481481879,-0.001308517692108,1.0704995279593463,-0.0023112874056162,21.433749321325312,-0.0015392136950205,-0.0028819350922833,4.7696717184757045,0.8407596355222804,-152.09859513937985
0.0,1.6177549947516412,2.2687400761702925,5989.714462371763,-0.0039899706963042,8.754683270230949,7.270216557870485,-0.0344567435079472,13.13247143762702,-0.0014366763239427,6.280698362356179,-594.7298769040412,5874.713383556852,0.0167237750549337,-4850.902888002306,594.571288048411,-0.0014072610893105,0.0,0.0,-0.0532046036324792,0.0112503154176201,4.963859988682905,-0.0254063622591375,-78.16868680789031,-0.0096298321759238,5.957144959766875,4564.214619300185,0.3267593119563303,-153.50370104903192,-0.0493854380471399,0.0097158510776872,-0.0003166012497485,1.1074347064788013,-0.0024869448234068,21.82919001773565,-0.0013744269797098,-0.0028701615491536,4.974006952393383,0.8345906975861912,-152.6565810248225
0.0,1.6904151002730337,2.3917690238842706,5973.529256710344,-0.0043593242169173,2.660712217699332,7.262690848930623,-0.0344849914725849,13.276902646259527,-0.0014250371922276,6.280591195042461,-526.2328054017429,5880.242682438317,0.0169982950164167,-4850.903501666409,533.0257771844944,-0.0014028713684662,0.0,0.0,-0.0446869526954592,0.0094848903997239,5.168766859208952,-0.0258914458854871,-67.3511783849129,-0.0085737773727757,6.11463149620404,4564.231186543935,0.3201619307041398,-153.36530177240317,-0.0400033122570836,0.0084805607479991,0.0004845742939602,1.1464145783879125,-0.0025941121371252,22.195674292914767,-0.0012054005692346,-0.002777946747345,5.178235332289257,0.8288676770214958,-153.00113553643052
0.0,1.762947926011884,2.5133900889171934,5950.774990096916,-0.004644280465513,-2.266467197902989,7.244592081686966,-0.0345120069096238,13.440218370985864,-0.001413474076118,6.280540023337331,-462.2888046171113,5875.866751314012,0.0169385721543383,-4850.904143945255,474.3943214336672,-0.0013976953461423,0.0,0.0,-0.0363470661187753,0.0077641372251403,5.373610012125375,-0.0262922673957204,-56.67046854371009,-0.0075543443080534,6.266615277019866,4564.248478242611,0.3059422877134036,-153.2254642587849,-0.0312904879379661,0.0073255381046425,0.0011503991975655,1.1872116058271525,-0.0026452838422546,22.53858685074422,-0.001035476565584,-0.002632565006057,5.382215557748994,0.8235339953030143,-153.2208987887086
0.0,1.835259509574575,2.6334301260546704,5922.653712313139,-0.0048502701196155,-6.281490862437599,7.218347079199002,-0.0345373560093342,13.620055865453372,-0.0014026419861872,6.28053504635471,-402.13042892818834,5864.431383747706,0.0165663942644882,-4850.904813986695,418.6097281421572,-0.0013917956616855,0.0,0.0,-0.0282615823184855,0.0061259543534145,5.578206320132813,-0.0266110276873838,-46.32506732142636,-0.0065910668074144,6.412959527070217,4564.26649259735,0.2851461867497872,-153.08058075648648,-0.0230699364744006,0.0062508051946208,0.001694588250557,1.2297735602285012,-0.0026502608248762,22.860873486667185,-0.0008678928394923,-0.0024502600564696,5.585857074390836,0.8185131344823633,-153.38174308880178
0.0,1.9072734794763568,2.751617511779943,5889.231888592295,-0.0049805251659658,-9.493564571574352,7.185069870466955,-0.0345607194634513,13.815748212263523,-0.0013932569295483,6.280569186012961,-345.7404619269452,5847.20631043907,0.0158818370771644,-4850.905510945104,366.13148834634615,-0.0013868895474817,0.0,0.0,-0.0205152258480749,0.0046031860216746,5.7824646118571685,-0.0268506972451578,-36.51665695757282,-0.0056953887819313,6.553532546407986,4564.285227008631,0.2507317514551359,-152.99132598338403,-0.0162802088402989,0.0052561675156021,0.0021137491822443,1.2742664681086933,-0.0026161211666245,23.16447167276171,-0.0007056727186168,-0.0022390273794008,5.78909328979626,0.8137500916607026,-153.54271215215363
0.0,1.9789032272054516,2.867467353719718,5845.6447178895405,-0.0050310620686575,-11.835438163139306,7.1408239625017895,-0.0345817902056804,14.030938395414877,-0.0013826690379459,6.280640068899652,-292.65190682841256,5824.670831329176,0.0147899401159963,-4850.906233935235,317.769098455987,-0.0013790454696985,0.0,0.0,-0.0132254054482137,0.0032267648227531,5.986389440655363,-0.0270153676295746,-27.475876472821295,-0.0048852782824907,6.688207828804164,4564.3046781270605,0.2120225394943745,-152.80258643750372,-0.0075494026486908,0.0043267211118465,0.0023672962616699,1.3215218048894688,-0.0025452382799341,23.449446544564086,-0.0005525572841029,-0.0019921987397441,5.991926376511109,0.8092452235336848,-153.6445875762281
0.0,2.0500446258360285,2.8135489233222097,5792.80119851705,-0.0050022671156026,-13.200384749839108,7.08621414069233,-0.0346001219663073,14.273383835846197,-0.0013709870039366,6.2807435990593605,-243.48815687114015,5794.614366534816,0.0134847272594204,-4850.906981991103,272.721226623776,-0.0013683051160948,0.0,0.0,-0.0064653288205229,0.0019449518474348,6.189459290729219,-0.0271099669461445,-19.179755579601487,-0.0041053467529474,6.816864175594904,4564.32484166112,0.1581560075598637,-152.4011280272823,0.001845576448519,0.0035092658441829,0.0024400111966401,1.2851237870913386,-0.0024417081202256,23.713266653377836,-0.0004117519181602,-0.0016964541034738,6.193683265974323,0.8050328880105516,-153.53694764009109
0.0,2.1205861732917635,2.7240088498199686,5735.636451841711,-0.0049102677085856,-13.622736900859588,7.0210754092977865,-0.0346153219270296,14.541868288045103,-0.0013583939936971,6.280868931704219,-199.18098754283477,5752.903215608117,0.0120543162035543,-4850.90775419198,229.87000940104105,-0.0013598037339939,0.0,0.0,-0.0002700038285683,0.0007662642231442,6.391702203701156,-0.0271400842145853,-11.612334005987924,-0.003370111230211,6.939385804752136,4564.3457122645,0.1056161986924411,-151.97574757948416,0.008558855863977,0.0027816180434432,0.0023939087169183,1.2511778430260017,-0.0023163754753676,23.96145124563618,-0.0002846597981593,-0.0013742105830887,6.39449527895802,0.8011460413713488,-153.21501089469547
0.0,2.190447270883604,2.6401376810852417,5677.338818687114,-0.0047679745029466,-13.44518698530481,6.950363211485589,-0.0346272879725518,14.828995429365836,-0.0013497697894661,6.281008199906135,-158.3870253920074,5703.652737062361,0.0105037288647302,-4850.908549728889,190.1725518706372,-0.0013539344568648,0.0,0.0,0.0053619977523774,-0.000299022886147,6.592880118948111,-0.0271113394804731,-4.787614751996308,-0.0027128392643987,7.05566245507958,4564.367283614861,0.0506754437259458,-151.7090283598211,0.0145060955131229,0.0020984340073827,0.0023050174841598,1.2228676584993987,-0.0021771072734512,24.202224109701252,-0.0001725633880043,-0.0010524336963364,6.594330541166945,0.7975474490651502,-152.96967754302156
0.0,2.2595910348572428,2.5620912534976705,5619.5902450478325,-0.0045779054636899,-12.942531335614389,6.877605272279032,-0.0346360882245508,15.128355744724736,-0.0013392037438933,6.28115917426047,-120.38696215159456,5650.961856012178,0.0088823598223619,-4850.909367831648,153.93422726982752,-0.0013448409687965,0.0,0.0,0.0104207609101795,-0.0012337365034631,6.79293048036529,-0.0270294209727809,1.2417576618678856,-0.0021164470977514,7.165589485440381,4564.389548842267,-0.0041961283588608,-151.40984062602377,0.0201235858355273,0.00146965267424,0.0021943922665429,1.198823491439461,-0.0020261329191163,24.440262906510352,-7.640750653939912e-05,-0.0007407916325928,6.793156426163812,0.7941524315317002,-152.66375769996853
0.0,2.328014347842677,2.484519063536565,5563.22041140628,-0.0043416462817605,-12.25597702660462,6.8061534137455055,-0.0346418435826294,15.398345726945816,-0.0013288978741366,6.281320333053926,-84.95137373705404,5597.177723414031,0.0072101232373322,-4850.910207732072,120.49590115994768,-0.0013352704722302,0.0,0.0,0.0150041216609216,-0.0020418053533831,6.9916868047286815,-0.0268995888124121,6.452991679690872,-0.0015573952743438,7.269067968927066,4564.412500907356,-0.0612326606749083,-151.02907175665192,0.0255503936904558,0.0008844811680947,0.0020657449207124,1.17283735704144,-0.0018649741256605,24.64080267247024,3.2337158253205505e-06,-0.00044245169213,6.990798938686348,0.7908725886448723,-152.2670761980298
0.0,2.395720220146742,2.4111822220583417,5508.522565614493,-0.0040658556343503,-11.441473278222336,6.73483242630769,-0.0346446996133596,15.661616263071046,-0.001319733999725,6.281488218875824,-52.2142274978607,5543.207001707528,0.0055578251238553,-4850.911068697583,89.25672790310138,-0.0013267554489334,0.0,0.0,0.0190223615118657,-0.002713610240505,7.1892819102218,-0.0267269616635235,10.849384930197152,-0.0010386251276847,7.366004781889085,4564.436132797924,-0.1157933287452822,-150.76549893665847,0.0298945452107234,0.0003632965972922,0.0019175906212803,1.148169718925062,-0.0016970883037628,24.83101071674727,6.621060117796619e-05,-0.000159983893126,7.187358153647997,0.7876643216939628,-151.9506923452028
